SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
GSFC,EQ,58.65,59,55.1,57.25,57.6,58.15,631775,35710624.9,22-SEP-2020,5426,INE026A01025,
GSPL,EQ,204,204.15,193.6,199.45,199.95,204.05,657249,130635132.45,22-SEP-2020,10589,INE246F01010,
GSS,EQ,31.8,31.85,29,29.85,30.1,31.8,102412,3050848.15,22-SEP-2020,724,INE871H01011,
GTL,EQ,2.55,2.55,2.55,2.55,2.55,2.45,69856,178132.8,22-SEP-2020,52,INE043A01012,
GTLINFRA,EQ,0.65,0.7,0.6,0.65,0.65,0.65,5393059,3441905.8,22-SEP-2020,1023,INE221H01019,
GTNIND,EQ,7.35,7.75,7.35,7.6,7.6,7.6,408,3087.45,22-SEP-2020,20,INE537A01013,
GTNTEX,EQ,5,5,5,5,5,5,723,3615,22-SEP-2020,2,INE302H01017,
GTPL,EQ,89,98,85,90.85,88.6,89.4,111080,9906594.95,22-SEP-2020,2564,INE869I01013,
GUFICBIO,EQ,79.55,81.95,76.2,81.1,81.5,79.25,199648,15860880.35,22-SEP-2020,2667,INE742B01025,
GUJALKALI,EQ,339.65,339.65,322.75,332.4,332,337.5,76113,25235296.5,22-SEP-2020,4003,INE186A01019,
GUJAPOLLO,EQ,237,237,212.85,218.3,216.1,233.25,20060,4410640.2,22-SEP-2020,1890,INE826C01016,
GUJGASLTD,EQ,304.35,313.85,294.3,306.5,309.75,308.65,709047,213931370.9,22-SEP-2020,25553,INE844O01030,
GULFOILLUB,EQ,645.5,645.5,625.85,633.4,630,651.2,7280,4621814.3,22-SEP-2020,1060,INE635Q01029,
GULFPETRO,EQ,39.55,39.9,38.1,38.4,38.25,39.8,23531,914891.55,22-SEP-2020,273,INE586G01017,
GULPOLY,EQ,57.15,57.15,55.15,55.2,55.15,58.05,37836,2103986.1,22-SEP-2020,421,INE255D01024,
GVKPIL,EQ,3.25,3.25,3.2,3.2,3.2,3.35,2484782,7991381.2,22-SEP-2020,1107,INE251H01024,
HAL,EQ,790.3,798,755.25,775.3,775,799.2,1146405,883335749.3,22-SEP-2020,55779,INE066F01012,
HAPPSTMNDS,EQ,350,358.6,335,353.95,354.15,349.4,4965436,1732895432.55,22-SEP-2020,86638,INE419U01012,
HARITASEAT,EQ,404.95,419.95,395.05,402.6,399.05,414.9,4044,1632144.15,22-SEP-2020,417,INE939D01015,
HARRMALAYA,EQ,91.65,92.2,87.2,87.8,87.8,91.4,54395,4835438.05,22-SEP-2020,1162,INE544A01019,
HATHWAY,BE,30,31,29.65,30.5,30.5,31.2,269730,8075056.1,22-SEP-2020,1806,INE982F01036,
HATSUN,EQ,807,812.6,762.35,773.4,776.65,813.85,32634,25353086.95,22-SEP-2020,3608,INE473B01035,
HAVELLS,EQ,673.95,673.95,645,665.25,666.3,669.05,1188130,780928543.05,22-SEP-2020,37240,INE176B01034,
HAVISHA,BE,0.65,0.7,0.65,0.7,0.7,0.7,14815,10110.05,22-SEP-2020,22,INE293B01029,
HBANKETF,EQ,214.14,214.79,210.84,212.12,212.99,214.65,11351,2413332.3,22-SEP-2020,217,INF179KC1AN8,
HBLPOWER,EQ,15.8,16,15.15,15.45,15.55,15.5,209643,3247178.3,22-SEP-2020,683,INE292B01021,
HCC,EQ,5.3,5.35,4.9,5.15,5.15,5.25,3361190,17054715.65,22-SEP-2020,2829,INE549A01026,
HCG,EQ,118.5,122.2,111.25,120.35,120,122.3,154496,17895902.15,22-SEP-2020,987,INE075I01017,
HCL-INSYS,EQ,8.2,8.2,7.85,7.9,7.9,8.1,162376,1290378,22-SEP-2020,752,INE236A01020,
HCLTECH,EQ,813.95,831.5,790.55,821,825.8,802.6,21882919,17843764685.35,22-SEP-2020,399486,INE860A01027,
HDFC,EQ,1716.25,1716.25,1672,1674.85,1676.4,1708.15,3615745,6098064204.15,22-SEP-2020,178315,INE001A01036,
HDFC,W3,301.1,305,297.1,300,300,310,97200,29492790,22-SEP-2020,134,INE001A13049,
HDFCAMC,EQ,2160,2163,2122,2152.85,2160,2164.55,513395,1100409375,22-SEP-2020,47550,INE127D01025,
HDFCBANK,EQ,1054.05,1058.15,1029.5,1035.4,1038,1049.3,9310339,9705907839.55,22-SEP-2020,218683,INE040A01034,
HDFCLIFE,EQ,576,587.5,566.3,579.4,578.65,579.35,2359389,1363648058.5,22-SEP-2020,65061,INE795G01014,
HDFCMFGETF,EQ,4551,4568,4522.4,4531.85,4530.15,4604.55,14310,65008298.1,22-SEP-2020,1375,INF179K01CN1,
HDFCNIFETF,EQ,1186,1190.32,1169,1177.03,1179,1186.98,2009,2366131.11,22-SEP-2020,156,INF179KB1KP3,
HDFCSENETF,EQ,4090,4090,3960.05,4008.16,4000,4084,232,929786.5,22-SEP-2020,64,INF179KB1KQ1,
HDIL,BZ,4.3,4.3,4.3,4.3,4.3,4.5,48138,206993.4,22-SEP-2020,119,INE191I01012,
HEG,EQ,738,741.7,698.85,711,708.8,732.45,336058,239858503.55,22-SEP-2020,18298,INE545A01016,
HEIDELBERG,EQ,183.15,185,177.2,178.8,179,185.85,321519,57856088.95,22-SEP-2020,7412,INE578A01017,
HERCULES,EQ,94.1,95.2,90.3,91.6,91.7,96.15,86779,8035742.95,22-SEP-2020,2409,INE688E01024,
HERITGFOOD,EQ,339,354,302.4,345.75,352.75,335.95,118530,38744980.95,22-SEP-2020,6908,INE978A01027,
HEROMOTOCO,EQ,3040,3052,2960,3000.15,2995,3055.35,1099376,3293019225.95,22-SEP-2020,66786,INE158A01026,
HESTERBIO,EQ,1692,1765,1620.35,1709.2,1710.5,1693.1,20201,34274026.2,22-SEP-2020,2680,INE782E01017,
HEXATRADEX,BE,28.9,31.5,28.85,28.85,28.85,30.35,8138,237114.05,22-SEP-2020,33,INE750M01017,
HEXAWARE,EQ,456.5,464.95,452,460.85,460.9,457.25,634428,292179564.95,22-SEP-2020,13418,INE093A01033,
HFCL,EQ,14.4,15.25,13.7,14.9,15.2,14.1,6313694,91828527.4,22-SEP-2020,6017,INE548A01028,
HGINFRA,EQ,196,196,183.3,188.9,189.9,195.85,36471,6860022.25,22-SEP-2020,2125,INE926X01010,
HGS,EQ,721,729.5,685.15,693.7,685.15,723.95,21957,15387071.05,22-SEP-2020,2071,INE170I01016,
HHOF1140RG,MF,7.01,7.01,7.01,7.01,7.01,7.25,1823,12779.23,22-SEP-2020,1,INF179KB1W87,
HIKAL,EQ,171.8,180.9,152.65,177.15,180.05,170.6,2463619,413787457.1,22-SEP-2020,28790,INE475B01022,
HIL,EQ,1652,1674.45,1536.1,1565.3,1568,1666.75,38128,60550397.35,22-SEP-2020,4569,INE557A01011,
HILTON,EQ,9.55,9.75,9.25,9.7,9.75,9.55,4852,46045.3,22-SEP-2020,38,INE788H01017,
HIMATSEIDE,EQ,84,84.25,79.3,82.1,82,85,375635,30596455.7,22-SEP-2020,4483,INE049A01027,
HINDALCO,EQ,168,168.95,160.8,163.45,164.15,167.15,18465737,3032338894.75,22-SEP-2020,102809,INE038A01020,
HINDCOMPOS,EQ,185.3,189.95,176,179.9,178,188.55,6743,1228264.65,22-SEP-2020,500,INE310C01029,
HINDCOPPER,EQ,35,35.05,33.1,33.95,34.1,34.9,830158,28120469.65,22-SEP-2020,3750,INE531E01026,
HINDMOTORS,EQ,5.55,5.55,5.3,5.4,5.4,5.55,128346,689128.4,22-SEP-2020,277,INE253A01025,
HINDNATGLS,EQ,27.75,28.45,27,27.1,27.1,27.8,4588,125556.45,22-SEP-2020,77,INE952A01022,
HINDOILEXP,EQ,69.5,70.7,65,69.35,69.2,69.65,324820,22198804.75,22-SEP-2020,2451,INE345A01011,
HINDPETRO,EQ,190,190.85,178.65,180.4,180.8,189.2,10780080,1961072725.85,22-SEP-2020,104900,INE094A01015,
HINDUNILVR,EQ,2040.55,2054.75,2000.05,2026.8,2026.75,2037.8,2345712,4731483007.7,22-SEP-2020,148164,INE030A01027,
HINDZINC,EQ,205.8,211,200.1,208.2,208,206,871865,179733859.15,22-SEP-2020,16337,INE267A01025,
HIRECT,EQ,123.5,125.5,117.85,119.85,120.5,124.05,28896,3469690.95,22-SEP-2020,439,INE835D01023,
HISARMETAL,EQ,82.3,85.05,75.55,77.85,77,82.75,9921,790617.4,22-SEP-2020,401,INE598C01011,
HITECH,EQ,113.85,114.9,108.3,113.5,113.8,113.8,3481,388411.9,22-SEP-2020,85,INE106T01017,
HITECHCORP,BE,87.1,95.8,87,93.9,93.9,91.5,915,81217.55,22-SEP-2020,16,INE120D01012,
HITECHGEAR,EQ,124.65,134.7,122,128.5,128.1,128.6,5198,648968.5,22-SEP-2020,130,INE127B01011,
HLVLTD,EQ,4.9,4.9,4.75,4.85,4.9,4.9,49138,237350.85,22-SEP-2020,155,INE102A01024,
HMT,BZ,17.2,17.2,15.85,16.45,16.45,16.65,1010,16454.75,22-SEP-2020,11,INE262A01018,
HMVL,EQ,48.5,49.6,45.95,48.3,48.95,49.6,14507,697057.55,22-SEP-2020,287,INE871K01015,
HNDFDS,EQ,898.9,898.9,858.15,878.45,878,902.4,12997,11378478.25,22-SEP-2020,1542,INE254N01018,
HNGSNGBEES,EQ,329.79,335.88,327,328.95,328.95,328.17,81,26971.17,22-SEP-2020,29,INF204KB19I1,
HONAUT,EQ,31457,32600,31000,32363.25,32505,31226.7,4898,156286885.45,22-SEP-2020,2588,INE671A01010,
HONDAPOWER,EQ,1045.85,1045.85,1010,1016.75,1020,1046.6,2042,2095067,22-SEP-2020,327,INE634A01018,
HOTELRUGBY,EQ,1.55,1.65,1.55,1.55,1.55,1.6,1680,2735.5,22-SEP-2020,5,INE275F01019,
HOVS,EQ,39.45,39.9,38.2,39.25,39.8,39.6,5774,225441.25,22-SEP-2020,86,INE596H01014,
HPL,EQ,34.75,34.75,31.1,32.9,33,33.4,24676,802720.1,22-SEP-2020,317,INE495S01016,
HSCL,EQ,51.25,51.75,48.25,50.1,50.3,51.25,1401960,69755437.95,22-SEP-2020,7133,INE019C01026,
HSIL,EQ,76.8,79.9,72.75,77.85,78.15,70.75,4329013,330281908.45,22-SEP-2020,29226,INE415A01038,
HTMEDIA,BE,14.85,14.85,13.65,14,14,14.2,16050,225338.4,22-SEP-2020,35,INE501G01024,
HUBTOWN,EQ,10.9,10.9,10.1,10.4,10.5,10.6,17293,180320.7,22-SEP-2020,135,INE703H01016,
HUDCO,EQ,31.65,31.9,29.85,31,31,31.6,995406,30610601.25,22-SEP-2020,4935,INE031A01017,
HUDCO,N2,1240,1240.8,1240,1240.8,1240.8,1240,300,372080,22-SEP-2020,2,INE031A07840,
HUDCO,N3,1094,1094,1092.5,1093.15,1092.5,1093.19,439,479994,22-SEP-2020,10,INE031A07832,
HUDCO,N4,1111.5,1111.5,1099.1,1099.1,1099.1,1099.96,309,343341.9,22-SEP-2020,2,INE031A07857,
HUDCO,N8,1261.5,1265.99,1260,1265.99,1265.99,1266,1091,1376592.9,22-SEP-2020,21,INE031A07AO5,
HUDCO,N9,1281.05,1285,1280,1285,1285,1285,972,1245710,22-SEP-2020,26,INE031A07AT4,
HUDCO,ND,1332,1369.9,1332,1367.99,1367.99,1360,510,679754.8,22-SEP-2020,5,INE031A07949,
HUDCO,NE,1466.1,1510,1389,1468,1468,1468.51,2111,3070806.15,22-SEP-2020,30,INE031A07AB2,
IBMFNIFTY,EQ,122.9,129.38,116.26,118.1,118.1,122.39,1418,169421.66,22-SEP-2020,48,INF666M01FS5,
IBREALEST,EQ,54.4,55.5,50.25,51.5,51.55,54.4,3053719,158666441.45,22-SEP-2020,18374,INE069I01010,
IBUCCREDIT,N4,1095,1095,1080.1,1091.73,1086.25,1099.97,334,365625.78,22-SEP-2020,14,INE244L07085,
IBUCCREDIT,N7,842,842,842,842,842,860,100,84200,22-SEP-2020,2,INE244L07127,
IBUCCREDIT,NB,855,887.6,855,887.6,887.6,850,35,30668,22-SEP-2020,6,INE244L07168,
IBULHSGFIN,EQ,156.5,165.7,146.9,154.4,155.8,155.2,52426028,8247319863.25,22-SEP-2020,333331
